gene_id	Gene names	type
ENSMUSG00000021892	Sh3bp5 Sab	cytoplasm
ENSMUSG00000021893	Capn7 Palbh	nucleus
ENSMUSG00000021895	Arhgef3	cytoplasm
ENSMUSG00000021901	Bap1 Kiaa0272	nucleus
ENSMUSG00000021902	Phf7	nucleus
ENSMUSG00000021903	Galnt15 Galntl2	integral membrane
ENSMUSG00000021905	Dph3 Desr1 Zcsl2	nucleus
ENSMUSG00000021910	Nisch Kiaa0975	cytoplasm
ENSMUSG00000021911	Parg	nucleus
ENSMUSG00000021916	Glt8d1	integral membrane
ENSMUSG00000021918	Nek4 Stk2	cytoplasm
ENSMUSG00000021922	Itih4	cytoplasm
ENSMUSG00000021928	Ebpl Ebrp Erp	integral membrane
ENSMUSG00000021929	Kpna3 Qip2	nucleus
ENSMUSG00000021936	Mapk8 Jnk1 Prkm8	nucleus
ENSMUSG00000021938	Pspc1 Psp1	nucleus
ENSMUSG00000021939	Ctsb	cytoplasm
ENSMUSG00000021940	Ptpn20 Typ	nucleus
ENSMUSG00000021944	Gata4 Gata-4	nucleus
ENSMUSG00000021948	Prkcd Pkcd	nucleus
ENSMUSG00000021950	Anxa8 Anx8	cytoplasm
ENSMUSG00000021951	Eef1akmt1 N6amt2	cytoplasm
ENSMUSG00000021952	Xpo4 Kiaa1721	cytoplasm
ENSMUSG00000021959	Lats2	nucleus
ENSMUSG00000021962	Dcp1a Mitc1 Smif	nucleus
ENSMUSG00000021966	Prss52 Tesp3	integral membrane
ENSMUSG00000021972	Hmbox1	nucleus
ENSMUSG00000021974	Fgf9 Fgf-9	cytoplasm
ENSMUSG00000021975	Ints9 D14Ertd231e	nucleus
ENSMUSG00000021982	Cdadc1	nucleus
ENSMUSG00000021983	Atp8a2	integral membrane
ENSMUSG00000021987	Mtmr6	cytoplasm
ENSMUSG00000021994	Wnt5a Wnt-5a	cytoplasm
ENSMUSG00000021998	Lcp1 Pls2	cytoplasm
ENSMUSG00000022003	Slc25a30 Kmcp1	integral membrane
ENSMUSG00000022009	Nufip1	nucleus
ENSMUSG00000022010	Tsc22d1 Kiaa1994 Tgfb1i4 Tilz1b Tsc22	nucleus
ENSMUSG00000022013	Dnajc15 Dnajd1	integral membrane
ENSMUSG00000022015	Tnfsf11 Opgl Rankl Trance	integral membrane
ENSMUSG00000022018	Rgcc Rgc32	nucleus
ENSMUSG00000022019	Tdrd3	nucleus
ENSMUSG00000022020	Naa16 Narg1l Nat2	cytoplasm
ENSMUSG00000022021	Diaph3 Diap3	nucleus
ENSMUSG00000022023	Wbp4 Fbp21 Fnbp21	nucleus
ENSMUSG00000022024	Sugt1	nucleus
ENSMUSG00000022025	Cnmd Chmi Lect1	integral membrane
ENSMUSG00000022031	Elp3	nucleus
ENSMUSG00000022033	Pbk Topk	nucleus
ENSMUSG00000022037	Clu Apoj Msgp-2	nucleus
ENSMUSG00000022039	Adam2 Ftnb	integral membrane
ENSMUSG00000022044	Stmn4	cytoplasm
ENSMUSG00000022051	Bnip3l Nix	integral membrane
ENSMUSG00000022053	Ebf2 Coe2 Mmot1	nucleus
ENSMUSG00000022055	Nefl Nf68 Nfl	cytoplasm
ENSMUSG00000022056	Adam7	integral membrane
ENSMUSG00000022061	Nkx3-1 Nkx-3.1 Nkx3a	nucleus
ENSMUSG00000022070	Bora	nucleus
ENSMUSG00000022074	Tnfrsf10b Dr5 Killer	integral membrane
ENSMUSG00000022076	Klhl1	cytoplasm
ENSMUSG00000022089	Bin3	cytoplasm
ENSMUSG00000022091	Sorbs3 Scam1 Sh3d4	nucleus
ENSMUSG00000022092	Ppp3cc Calnc	cytoplasm
ENSMUSG00000022094	Slc39a14 Fad123 Kiaa0062 Zip14	integral membrane
ENSMUSG00000022100	Xpo7 Kiaa0745 Ranbp16	nucleus
ENSMUSG00000022101	Fgf17	cytoplasm
ENSMUSG00000022105	Rb1 Rb-1	nucleus
ENSMUSG00000022109	Med4 Vdrip	nucleus
ENSMUSG00000022111	Uchl3	cytoplasm
ENSMUSG00000022114	Spry2	nucleus
ENSMUSG00000022119	Rbm26	nucleus
ENSMUSG00000022122	Ednrb	integral membrane
ENSMUSG00000022123	Scel	cytoplasm
ENSMUSG00000022124	Fbxl3 Afh Fbl3a Fbxl3a Ovtm	nucleus
ENSMUSG00000022125	Cln5	integral membrane
ENSMUSG00000022129	Dct Tyrp-2 Tyrp2	integral membrane
ENSMUSG00000022131	Gpr180 MNCb-3029	integral membrane
ENSMUSG00000022132	Cldn10 Cldn10a	integral membrane
ENSMUSG00000022136	Dnajc3 P58ipk	cytoplasm
ENSMUSG00000022139	Mbnl2 Kiaa4072	cytoplasm
ENSMUSG00000022141	Nipbl Scc2	nucleus
ENSMUSG00000022142	Nup155	cytoplasm
ENSMUSG00000022148	Fyb1 Fyb	nucleus
ENSMUSG00000022155	Mroh2b Heatr7b2	cytoplasm
ENSMUSG00000022156	Gzme Ccp3 Ctla-6 Ctla6	cytoplasm
ENSMUSG00000022157	Mcpt8	cytoplasm
ENSMUSG00000022174	Dad1	integral membrane
ENSMUSG00000022175	Lrp10 Lrp9	integral membrane
ENSMUSG00000022177	Haus4 D14Ertd500e	cytoplasm
ENSMUSG00000022178	Ajuba Jub	nucleus
ENSMUSG00000022180	Slc7a8 Lat2	integral membrane
ENSMUSG00000022184	Fbxo4 Fbx4	cytoplasm
ENSMUSG00000022185	Acin1 Acinus	nucleus
ENSMUSG00000022191	Drosha Etohi2 Rn3 Rnasen	nucleus
ENSMUSG00000022193	Psmb5	nucleus
ENSMUSG00000022194	Pabpn1 Pab2 Pabp2	nucleus
ENSMUSG00000022201	Zfr	nucleus
ENSMUSG00000022203	Efs Sin	cytoplasm
ENSMUSG00000022205	Sub1 Pc4 Rpo2tc1	nucleus
ENSMUSG00000022206	Npr3	integral membrane
ENSMUSG00000022208	Jph4 Jphl1	integral membrane
ENSMUSG00000022210	Dhrs4 D14Ucla2	nucleus
ENSMUSG00000022211	Carmil3 Lrrc16b	cytoplasm
ENSMUSG00000022212	Cpne6	cytoplasm
ENSMUSG00000022216	Psme1	cytoplasm
ENSMUSG00000022217	Emc9 Cgi112 Fam158a	cytoplasm
ENSMUSG00000022220	Adcy4	nucleus
ENSMUSG00000022221	Ripk3 Rip3	nucleus
ENSMUSG00000022229	Atp12a Atp1al1	integral membrane
ENSMUSG00000022236	Ropn1l Asp	cytoplasm
ENSMUSG00000022241	Tars1 Tars	cytoplasm
ENSMUSG00000022243	Slc45a2 Aim1 Matp uw	integral membrane
ENSMUSG00000022244	Amacr Macr1	cytoplasm
ENSMUSG00000022245	Skor1 Corl1 Lbxcor1	nucleus
ENSMUSG00000022249	Ttc23l	cytoplasm
ENSMUSG00000022255	Mtdh Lyric	integral membrane
ENSMUSG00000022257	Laptm4b	integral membrane
ENSMUSG00000022261	Sdc2 Hspg1 Synd2	integral membrane
ENSMUSG00000022262	Dnah5 Dnahc5	cytoplasm
ENSMUSG00000022265	Ankh Ank	integral membrane
ENSMUSG00000022269	Marchf11 March11	integral membrane
ENSMUSG00000022280	Rnf19a Geg-154 Rnf19 Xybp	integral membrane
ENSMUSG00000022283	Pabpc1 Pabp1	nucleus
ENSMUSG00000022285	Ywhaz	nucleus
ENSMUSG00000022286	Grhl2 Bom Tcfcp2l3	nucleus
ENSMUSG00000022295	Atp6v1c1 Atp6c Atp6c1 Vatc	cytoplasm
ENSMUSG00000022296	Baalc	cytoplasm
ENSMUSG00000022297	Fzd6	integral membrane
ENSMUSG00000022299	Slc25a32 Mftc	integral membrane
ENSMUSG00000022303	Dcstamp Tm7sf4	integral membrane
ENSMUSG00000022306	Zfpm2 Fog2	nucleus
ENSMUSG00000022307	Oxr1 C7 Gm1238	nucleus
ENSMUSG00000022311	Csmd3 Kiaa1894	integral membrane
ENSMUSG00000022314	Rad21 Hr21 Scc1	nucleus
ENSMUSG00000022315	Slc30a8 Znt8	integral membrane
ENSMUSG00000022322	Shcbp1 Pal	cytoplasm
ENSMUSG00000022323	Rida Hrp12	nucleus
ENSMUSG00000022329	Stk3 Mess1 Mst2	nucleus
ENSMUSG00000022330	Osr2	nucleus
ENSMUSG00000022332	Khdrbs3 Salp Slm2	nucleus
ENSMUSG00000022335	Zfat Gm922 Zfat1 Zfp406 Znf406	nucleus
ENSMUSG00000022336	Eif3e Eif3s6 Int6	nucleus
ENSMUSG00000022337	Emc2 Kiaa0103 Ttc35	cytoplasm
ENSMUSG00000022339	Ebag9 Rcas1	integral membrane
ENSMUSG00000022340	Sybu Golsyn Kiaa1472	integral membrane
ENSMUSG00000022342	Kcnv1	integral membrane
ENSMUSG00000022346	Myc	nucleus
ENSMUSG00000022350	Washc5 Kiaa0196	cytoplasm
ENSMUSG00000022351	Sqle Erg1	integral membrane
ENSMUSG00000022358	Fbxo32	nucleus
ENSMUSG00000022359	Ntaq1 Wdyhv1	nucleus
ENSMUSG00000022360	Atad2	nucleus
ENSMUSG00000022361	Zhx1	nucleus
ENSMUSG00000022365	Derl1 Der1	integral membrane
ENSMUSG00000022366	Slc22a22 Oat-pg	integral membrane
ENSMUSG00000022367	Has2	cytoplasm
ENSMUSG00000022375	Lrrc6 Lrtp Mc2	cytoplasm
ENSMUSG00000022382	Wnt7b Wnt-7b	cytoplasm
ENSMUSG00000022383	Ppara Nr1c1 Ppar	nucleus
ENSMUSG00000022387	Brd1 Brpf2 Kiaa4191	nucleus
ENSMUSG00000022389	Tef	nucleus
ENSMUSG00000022391	Rangap1 Fug1	nucleus
ENSMUSG00000022394	L3mbtl2	nucleus
ENSMUSG00000022400	Rbx1	nucleus
ENSMUSG00000022412	Mief1 Mid51 Smcr7l	integral membrane
ENSMUSG00000022414	Tab1 Map3k7ip1	nucleus
ENSMUSG00000022420	Dnal4 Dnalc4	cytoplasm
ENSMUSG00000022422	DSCC1 DCC1	nucleus
ENSMUSG00000022425	Enpp2 Npps2 Pdnp2	cytoplasm
ENSMUSG00000022426	Josd1	cytoplasm
ENSMUSG00000022427	Tomm22 Tom22	integral membrane
ENSMUSG00000022428	Cby1 Cby Pgea1	nucleus
ENSMUSG00000022429	Dmc1 Dmc1h Lim15	nucleus
ENSMUSG00000022433	Csnk1e	nucleus
ENSMUSG00000022434	Fam118a	integral membrane
ENSMUSG00000022435	Upk3a Upk3	integral membrane
ENSMUSG00000022436	Sh3bp1 3bp1	nucleus
ENSMUSG00000022437	Samm50	integral membrane
ENSMUSG00000022438	Parvb	cytoplasm
ENSMUSG00000022439	Parvg	cytoplasm
ENSMUSG00000022443	Myh9	nucleus
ENSMUSG00000022451	Twf1 Ptk9	cytoplasm
ENSMUSG00000022453	Naga	cytoplasm
ENSMUSG00000022454	Nell2 Mel91	cytoplasm
ENSMUSG00000022455	Wbp2nl Pawp	nucleus
ENSMUSG00000022462	Slc38a2 Ata2 Kiaa1382 Sat2 Snat2	cytoplasm
ENSMUSG00000022463	Srebf2 Srebp2	nucleus
ENSMUSG00000022468	Endou Pp11r	cytoplasm
ENSMUSG00000022472	Desi1 D15Wsu75e Fam152b Pppde2	nucleus
ENSMUSG00000022474	Pmm1	cytoplasm
ENSMUSG00000022475	Hdac7 Hdac7a	nucleus
ENSMUSG00000022479	Vdr Nr1i1	nucleus
ENSMUSG00000022483	Col2a1	cytoplasm
ENSMUSG00000022484	Hoxc10 Hox-3.6 Hoxc-10	nucleus
ENSMUSG00000022485	Hoxc5 Hox-3.4 Hoxc-5	nucleus
ENSMUSG00000022487	Gtsf1 Cue110 Fam112b	cytoplasm
ENSMUSG00000022488	Nckap1l Hem1	integral membrane
ENSMUSG00000022489	Pde1b Pde1b1	cytoplasm
ENSMUSG00000022490	Ppp1r1a	cytoplasm
ENSMUSG00000022496	Tnfrsf17 Bcm Bcma	integral membrane
ENSMUSG00000022498	Txndc11	integral membrane
ENSMUSG00000022501	Prm1 Prm-1	nucleus
ENSMUSG00000022503	Nubp1	nucleus
ENSMUSG00000022505	Emp2 Xmp	integral membrane
ENSMUSG00000022508	Bcl6 Bcl-6	nucleus
ENSMUSG00000022510	Tp63 P63 P73l Tp73l Trp63	nucleus
ENSMUSG00000022512	Cldn1	integral membrane
ENSMUSG00000022514	Il1rap	integral membrane
ENSMUSG00000022515	Anks3 Kiaa1977	cytoplasm
ENSMUSG00000022516	Nudt16l1 Sdos Tirr	nucleus
ENSMUSG00000022517	Mgrn1 Kiaa0544	nucleus
ENSMUSG00000022523	Fgf12 Fhf1	nucleus
ENSMUSG00000022528	Hes1 Hes-1	nucleus
ENSMUSG00000022533	Atp13a3 Gm542	integral membrane
ENSMUSG00000022534	Mefv	nucleus
ENSMUSG00000022544	Eef2kmt Fam86 Fam86a	cytoplasm
ENSMUSG00000022545	Ercc4	nucleus
ENSMUSG00000022546	Gpt Gpt1	cytoplasm
ENSMUSG00000022548	Apod	cytoplasm
ENSMUSG00000022551	Cyc1	integral membrane
ENSMUSG00000022553	Maf1	nucleus
ENSMUSG00000022555	Dgat1 Dgat	integral membrane
ENSMUSG00000022556	Hsf1	nucleus
ENSMUSG00000022559	Fbxl6 Fbl6 MNCb-1275	nucleus
ENSMUSG00000022561	Gpaa1 Gaa1	integral membrane
ENSMUSG00000022564	Grina Lag Lfg1 Nmdara1	integral membrane
ENSMUSG00000022565	Plec Plec1	cytoplasm
ENSMUSG00000022568	Scrib Kiaa0147 Lap4 Scrib1	cytoplasm
ENSMUSG00000022575	Gsdmd Gsdmdc1	integral membrane
ENSMUSG00000022601	Zbtb11	nucleus
ENSMUSG00000022602	Arc	cytoplasm
ENSMUSG00000022607	Ptk2 Fadk Fak Fak1 Kiaa4203	nucleus
ENSMUSG00000022610	Mapk12 Sapk3	nucleus
ENSMUSG00000022613	Miox Aldrl6 Rsor	cytoplasm
ENSMUSG00000022614	Lmf2 Tmem112b Tmem153	integral membrane
ENSMUSG00000022619	Mapk8ip2 Ib2 Jip2	cytoplasm
ENSMUSG00000022620	Arsa As2	integral membrane
ENSMUSG00000022623	Shank3 Kiaa1650 Prosap2	cytoplasm
ENSMUSG00000022634	Yaf2	nucleus
ENSMUSG00000022641	Bbx Hbp2	nucleus
ENSMUSG00000022652	Morc1 Morc	nucleus
ENSMUSG00000022657	Cd96	integral membrane
ENSMUSG00000022658	Tagln3 Np25	nucleus
ENSMUSG00000022659	Gcsam Gcet Gcet2 M17	cytoplasm
ENSMUSG00000022667	Cd200r1 Mox2r Ox2r	integral membrane
ENSMUSG00000022672	Prkdc Xrcc7	nucleus
ENSMUSG00000022673	Mcm4 Cdc21 Mcmd4	nucleus
ENSMUSG00000022674	Ube2v2 Mms2 Uev2	nucleus
ENSMUSG00000022676	Snai2 Slug Slugh	nucleus
ENSMUSG00000022677	Cep20 Fopnl For20	cytoplasm
ENSMUSG00000022678	Nde1 Nude	cytoplasm
ENSMUSG00000022679	Mpv17l	integral membrane
ENSMUSG00000022681	Ntan1	nucleus
ENSMUSG00000022682	Rrn3	nucleus
ENSMUSG00000022684	Bfar	integral membrane
ENSMUSG00000022686	B3gnt5	integral membrane
ENSMUSG00000022696	Sidt1	integral membrane
ENSMUSG00000022698	Naa50 Mak3 Nat13	nucleus
ENSMUSG00000022707	Gbe1	cytoplasm
ENSMUSG00000022708	Zbtb20 Zfp288	nucleus
ENSMUSG00000022711	Pmm2	cytoplasm
ENSMUSG00000022715	Tmem114 Cldn26	integral membrane
ENSMUSG00000022718	Dgcr8	nucleus
ENSMUSG00000022722	Arl6 Bbs3	cytoplasm
ENSMUSG00000022724	Riox2 Mina Mina53	nucleus
ENSMUSG00000022742	Cpox Cpo	cytoplasm
ENSMUSG00000022744	Cldnd1 Cldn25 D11Moh34	integral membrane
ENSMUSG00000022747	St3gal6 Siat10	integral membrane
ENSMUSG00000022750	Klhl22	nucleus
ENSMUSG00000022753	Tmem30c Cdc50c	integral membrane
ENSMUSG00000022756	Slc7a4	integral membrane
ENSMUSG00000022758	P2rx6 P2rxl1	cytoplasm
ENSMUSG00000022760	Thap7	nucleus
ENSMUSG00000022762	Ncam2 Ocam Rncam	integral membrane
ENSMUSG00000022765	Snap29	cytoplasm
ENSMUSG00000022768	Ccdc116	cytoplasm
ENSMUSG00000022770	Dlg1 Dlgh1	nucleus
ENSMUSG00000022771	Ppil2	nucleus
ENSMUSG00000022772	Senp5 Smt3ip3	nucleus
ENSMUSG00000022773	Ypel1	nucleus
ENSMUSG00000022774	Ncbp2 Cbp20	nucleus
ENSMUSG00000022779	Top3b Top3b1	nucleus
ENSMUSG00000022781	Pak2	nucleus
ENSMUSG00000022788	Fgd4	cytoplasm
ENSMUSG00000022789	Dnm1l Drp1	cytoplasm
ENSMUSG00000022790	Igsf11	integral membrane
ENSMUSG00000022793	B4galt4	integral membrane
ENSMUSG00000022797	Tfrc Trfr	nucleus
ENSMUSG00000022798	Tex55 Tscpa	nucleus
ENSMUSG00000022802	Lmln	cytoplasm
ENSMUSG00000022803	Popdc2 Pop2	integral membrane
ENSMUSG00000022808	Snx4	cytoplasm
ENSMUSG00000022809	Nr1i2 Pxr	nucleus
ENSMUSG00000022811	Znf148 Zbp89 Zfp148	nucleus
ENSMUSG00000022812	Gsk3b	nucleus
ENSMUSG00000022814	Umps	nucleus
ENSMUSG00000022820	Ndufb4	integral membrane
ENSMUSG00000022821	Hgd Aku Hgo	cytoplasm
ENSMUSG00000022822	Abcc5 Abcc5a Mrp5	integral membrane
ENSMUSG00000022824	Muc13 Ly64	integral membrane
ENSMUSG00000022828	Gtf2e1	nucleus
ENSMUSG00000022829	Stxbp5l Llgl4	cytoplasm
ENSMUSG00000022831	Hcls1 Hs1	nucleus
ENSMUSG00000022832	Ropn1	cytoplasm
ENSMUSG00000022833	Ccdc14	cytoplasm
ENSMUSG00000022836	Mylk	cytoplasm
ENSMUSG00000022837	Iqcb1 Kiaa0036	cytoplasm
ENSMUSG00000022838	Eaf2 Festa Traits	nucleus
ENSMUSG00000022840	Adcy5	integral membrane
ENSMUSG00000022842	Ece2	integral membrane
ENSMUSG00000022848	Slc49a4 Dirc2	integral membrane
ENSMUSG00000022849	Hspbap1 Pass1	cytoplasm
ENSMUSG00000022855	Senp2 Smt3ip2 Supr1	nucleus
ENSMUSG00000022856	Tmem41a	integral membrane
ENSMUSG00000022857	Tmprss15 Entk Prss7	integral membrane
ENSMUSG00000022858	Tra2b Sfrs10 Silg41	nucleus
ENSMUSG00000022860	Chodl	integral membrane
ENSMUSG00000022863	Btg3 Ana Tob5	nucleus
ENSMUSG00000022865	Cxadr Car	integral membrane
ENSMUSG00000022867	Usp25	nucleus
ENSMUSG00000022876	Samsn1	nucleus
ENSMUSG00000022881	Rfc4	nucleus
ENSMUSG00000022885	St6gal1 Siat1	integral membrane
ENSMUSG00000022892	App	integral membrane
ENSMUSG00000022895	Ets2	nucleus
ENSMUSG00000022897	Dyrk1a Dyrk	nucleus
ENSMUSG00000022900	Ildr1	integral membrane
ENSMUSG00000022901	Cd86	integral membrane
ENSMUSG00000022905	Kpna1 Rch2	nucleus
ENSMUSG00000022906	Parp9 Bal	nucleus
ENSMUSG00000022913	Psmg1 Dscr2	cytoplasm
ENSMUSG00000022914	Brwd1 Wdr9	nucleus
ENSMUSG00000022940	Pigp Dcrc Dscr5	integral membrane
ENSMUSG00000022941	Ripply3 Dscr6	nucleus
ENSMUSG00000022945	Chaf1b	nucleus
ENSMUSG00000022948	Setd4 ORF21	nucleus
ENSMUSG00000022949	Clic6	cytoplasm
ENSMUSG00000022951	Rcan1 Dscr1	nucleus
ENSMUSG00000022957	Itsn1 Ese1 Itsn	cytoplasm
ENSMUSG00000022960	Donson ORF60	nucleus
ENSMUSG00000022964	Tmem50b	integral membrane
ENSMUSG00000022967	Ifnar1 Ifar Ifnar	integral membrane
ENSMUSG00000022971	Ifnar2	integral membrane
ENSMUSG00000022974	Paxbp1 Gcfc Gcfc1	nucleus
ENSMUSG00000022978	Mis18a	nucleus
ENSMUSG00000022982	Sod1	nucleus
ENSMUSG00000022983	Scaf4 Kiaa1172 Srsf15	nucleus
ENSMUSG00000022987	Znf641 Zfp641	nucleus
ENSMUSG00000022997	Wnt1 Int-1 Wnt-1	cytoplasm
ENSMUSG00000023004	Tuba1b Tuba2	cytoplasm
ENSMUSG00000023008	Fmnl3 Frl2 Kiaa2014	cytoplasm
ENSMUSG00000023009	Nckap5l Cep169	cytoplasm
ENSMUSG00000023010	Tmbim6 Tegt	integral membrane
ENSMUSG00000023011	Faim2 Kiaa0950 Lfg Lfg2 Nmp35	integral membrane
ENSMUSG00000023013	Aqp2 cph	integral membrane
ENSMUSG00000023015	Racgap1 Mgcracgap	nucleus
ENSMUSG00000023017	Asic1 Accn2 Asic Bnac2	integral membrane
ENSMUSG00000023018	Smarcd1 Baf60a D15Kz1	nucleus
ENSMUSG00000023020	Cox14	integral membrane
ENSMUSG00000023021	Cers5 Lass5 Trh4	integral membrane
ENSMUSG00000023026	Dip2b Kiaa1463	nucleus
ENSMUSG00000023027	Atf1	nucleus
ENSMUSG00000023030	Slc11a2 Dct1 Dmt1 Nramp2	integral membrane
ENSMUSG00000023032	Slc4a8 Kiaa0739	integral membrane
ENSMUSG00000023034	Nr4a1 Gfrp Hmr N10 Nur77	nucleus
ENSMUSG00000023039	Krt7 Krt2-7	cytoplasm
ENSMUSG00000023043	Krt18 Kerd Krt1-18	cytoplasm
ENSMUSG00000023044	Csad	cytoplasm
ENSMUSG00000023045	Soat2 Acact-2 Acat2	integral membrane
ENSMUSG00000023046	Igfbp6 Igfbp-6	cytoplasm
ENSMUSG00000023051	Tarbp2 Prbp	cytoplasm
ENSMUSG00000023055	Calcoco1 CocoA Kiaa1536	nucleus
ENSMUSG00000023057	Fabp2 Fabpi	cytoplasm
ENSMUSG00000023064	Sncg Persyn	cytoplasm
ENSMUSG00000023066	Rttn	integral membrane
ENSMUSG00000023067	Cdkn1a Cip1 Waf1	nucleus
ENSMUSG00000023068	Nus1 D10Ertd438e Ngbr	integral membrane
ENSMUSG00000023070	Rgn Smp30	nucleus
ENSMUSG00000023073	Slc10a2 Ntcp2	integral membrane
ENSMUSG00000023074	Mospd1	integral membrane
ENSMUSG00000023075	Akirin1 Mighty MNCb-2831	nucleus
ENSMUSG00000023079	Gtf2ird1 Ben	nucleus
ENSMUSG00000023087	Noct Ccr4 Ccrn4l Noc	nucleus
ENSMUSG00000023088	Abcc1 Abcc1a Abcc1b Mdrap Mrp	cytoplasm
ENSMUSG00000023092	Fhl1	nucleus
ENSMUSG00000023094	Msrb2	cytoplasm
ENSMUSG00000023104	Rfc2	nucleus
ENSMUSG00000023118	Sympk	cytoplasm
ENSMUSG00000023122	Sult1c2 Sult1c1	cytoplasm
ENSMUSG00000023132	Gzma Ctla-3 Ctla3 Mtsp-1	nucleus
ENSMUSG00000023143	Nagpa	integral membrane
ENSMUSG00000023147	Get1 Wrb	integral membrane
ENSMUSG00000023150	Ivns1abp Kiaa0850 Nd1 Nd1L Nd1S Ns1 Ns1bp	nucleus
ENSMUSG00000023153	Tmem52	integral membrane
ENSMUSG00000023170	Gps2	nucleus
ENSMUSG00000023206	Il15ra	integral membrane
ENSMUSG00000023232	Serinc2 Tde2l	integral membrane
ENSMUSG00000023236	Scg5 Sgne-1 Sgne1	nucleus
ENSMUSG00000023249	Parp3 Adprt3	cytoplasm
ENSMUSG00000023277	Twf2 Ptk9l	cytoplasm
ENSMUSG00000023279	Bmp15 Gdf9b	cytoplasm
ENSMUSG00000023286	Ube2j2 Ncube2	integral membrane
ENSMUSG00000023307	Marchf5 March5	integral membrane
ENSMUSG00000023328	Ache	cytoplasm
ENSMUSG00000023330	Dtwd1	nucleus
ENSMUSG00000023333	Gcm1 Gcma	nucleus
ENSMUSG00000023341	Mx2	nucleus
ENSMUSG00000023345	Poc1a Wdr51a	cytoplasm
ENSMUSG00000023348	Trip6 Zrp1	nucleus
ENSMUSG00000023349	Clec6a Clec4n Clecsf10 Dectin2	integral membrane
ENSMUSG00000023367	Tmem176a Gs188 Keg2	integral membrane
ENSMUSG00000023391	Dlx2 Tes-1 Tes1	nucleus
ENSMUSG00000023393	Slc17a9	integral membrane
ENSMUSG00000023403	Stk31	nucleus
ENSMUSG00000023411	Nfatc4 Nfat3	nucleus
ENSMUSG00000023439	Gnb3	cytoplasm
ENSMUSG00000023452	Pisd	nucleus
ENSMUSG00000023467	Tulp2 Pdet	cytoplasm
ENSMUSG00000023473	Celsr3	integral membrane
ENSMUSG00000023572	Ccndbp1 Dip1 Gcip Maid	nucleus
ENSMUSG00000023755	Rhebl1	cytoplasm
ENSMUSG00000023764	Sfi1 Kiaa0542	cytoplasm
ENSMUSG00000023781	Hes7	nucleus
ENSMUSG00000023791	Pigx	integral membrane
ENSMUSG00000023800	Tiam2 Kiaa2016 Stef	cytoplasm
ENSMUSG00000023802	Nox3	cytoplasm
ENSMUSG00000023805	Synj2 Kiaa0348	cytoplasm
ENSMUSG00000023806	Rsph3b Rshl2 Rshl2b	cytoplasm
ENSMUSG00000023809	Rps6ka2 Mapkapk1c Rsk3	nucleus
ENSMUSG00000023826	Prkn Park2	nucleus
ENSMUSG00000023827	Agpat4	integral membrane
ENSMUSG00000023830	Igf2r	integral membrane
ENSMUSG00000023832	Acat2	cytoplasm
ENSMUSG00000023845	Lnpep	cytoplasm
ENSMUSG00000023852	Chd1 Chd-1	nucleus
ENSMUSG00000023868	Pde10a	cytoplasm
ENSMUSG00000023882	Zfp54	nucleus
ENSMUSG00000023902	Zscan10 Zfp206	nucleus
ENSMUSG00000023903	Mmp25	integral membrane
ENSMUSG00000023904	Hcfc1r1 Hpip	cytoplasm
ENSMUSG00000023905	Tnfrsf12a Fgfrp2 Fn14	integral membrane
ENSMUSG00000023906	Cldn6	integral membrane
ENSMUSG00000023908	Pkmyt1 Myt1	nucleus
ENSMUSG00000023909	Paqr4 MNCb-0914	integral membrane
ENSMUSG00000023913	Pla2g7 Pafah	cytoplasm
ENSMUSG00000023915	Tnfrsf21 Dr6	cytoplasm
ENSMUSG00000023919	Cenpq	nucleus
ENSMUSG00000023921	Mmut Mut	cytoplasm
ENSMUSG00000023927	Satb1	nucleus
ENSMUSG00000023931	Efhb	cytoplasm
ENSMUSG00000023932	Cdc5l Kiaa0432	nucleus
ENSMUSG00000023942	Slc29a1 Ent1	integral membrane
ENSMUSG00000023943	Sult1c1 Sult1a2	cytoplasm
ENSMUSG00000023944	Hsp90ab1 Hsp84 Hsp84-1 Hspcb	nucleus
ENSMUSG00000023945	Slc5a7 Cht1	integral membrane
ENSMUSG00000023949	Tcte1 D17sil1 Drc5	cytoplasm
ENSMUSG00000023951	Vegfa Vegf	nucleus
ENSMUSG00000023953	Polh Rad30a Xpv	nucleus
ENSMUSG00000023959	Clic5	nucleus
ENSMUSG00000023961	Enpp4 Kiaa0879	integral membrane
ENSMUSG00000023963	Cyp39a1	integral membrane
ENSMUSG00000023965	Fbxl17 Fbl17 Fbx13 Fbxo13	nucleus
ENSMUSG00000023968	Crip3 Tlp	cytoplasm
ENSMUSG00000023972	Ptk7	integral membrane
ENSMUSG00000023977	Ubr2 Kiaa0349	nucleus
ENSMUSG00000023980	Taf8 Tbn	nucleus
ENSMUSG00000023988	Bysl	cytoplasm
ENSMUSG00000023990	Tfeb Tcfeb	nucleus
ENSMUSG00000023991	Foxp4	nucleus
ENSMUSG00000023992	Trem2 Trem2a Trem2b Trem2c	integral membrane
ENSMUSG00000023993	Treml1 Tlt1	integral membrane
ENSMUSG00000023994	Nfya	nucleus
ENSMUSG00000023995	Tspo2 Bzrpl1	integral membrane
ENSMUSG00000024002	Brd4 Mcap	nucleus
ENSMUSG00000024006	Stk38 Ndr1	nucleus
ENSMUSG00000024007	Ppil1	nucleus
ENSMUSG00000024012	Mtch1	integral membrane
ENSMUSG00000024013	Fgd2	nucleus
